,Block,Latitude,Longitude,zip
438961,080XX S ANTHONY AVE,41.749595265,-87.58606535,60619
439082,020XX N AVONDALE AVE,41.919509935,-87.67404154799999,60614
439468,010XX W WISCONSIN ST,41.915598667,-87.654138656,60614
439486,034XX W CATALPA AVE,41.981184719,-87.714204591,60659
439584,046XX W LELAND AVE,41.966254692,-87.74308523200001,60630
440118,038XX W Maypole Ave,41.884076648000004,-87.721701774,60624
440136,010XX E 111th St,41.692493455,-87.598703055,60628
440262,031XX W NORTH SHORE AVE,42.003661216,-87.707404653,60645
440346,015XX W 123RD ST,41.670326211,-87.660343002,60406
440457,006XX N WOOD ST,41.892577653000004,-87.67206715799999,60642
440739,057XX S NORMANDY AVE,41.787838751,-87.78896863700001,60638
440749,009XX W 106TH ST,41.701412743,-87.646667659,60643
441087,070XX N MEDFORD AVE,42.008306795,-87.78399493399999,60646
441172,045XX W 62ND ST,41.780322327,-87.736518376,60638
441262,030XX S DEARBORN ST,41.838879096,-87.62794864600001,60616
441322,071XX N MELVINA AVE,42.011002469,-87.781889075,60646
441430,007XX W Belmont Ave,41.940005143,-87.64756884,60657
441436,032XX W haddon ave,41.901864643,-87.707408047,60622
441532,064XX S HOMAN AVE,41.775746360999996,-87.70791361799999,60629
441566,022XX S DAN RYAN EXPY OB,41.852618307,-87.645379477,60607
441619,021XX W 49TH ST,41.804849985,-87.677961886,60609
441651,054XX N MANNHEIM RD,41.976548511,-87.87884944700001,60176
441753,057XX S NORDICA AVE,41.787623895,-87.797554475,60501
441868,014XX S PEORIA ST,41.861961153,-87.648829242,60607
442072,001XX S Wacker Dr,41.88000036,-87.636717174,60606
442460,056XX N SAYRE AVE,41.982978981,-87.801127853,60656
442738,037XX E 116TH ST,41.684567361,-87.53249359600001,46394
442776,022XX W Superior St,41.894902877,-87.68278652,60622
442779,017XX N Sheffield Ave,41.912662122,-87.65317414799999,60614
442781,010XX W Montana St,41.926326511,-87.65471573,60614
443085,002XX E 53RD ST,41.798386448,-87.62024388,60615
443242,065XX N ALGONQUIN AVE,41.999862275,-87.765812489,60646
443412,053XX N HOYNE AVE,41.978045024000004,-87.68191156600001,60625
443534,002XX E Erie St,41.894173733,-87.621401474,60602
443539,021XX W SUMMERDALE AVE,41.978716581,-87.682743249,60625
443619,062XX W FOSTER AVE,41.975659438,-87.784073319,60630
443791,026XX N Ridgeway Ave,41.92908269,-87.7207796,60647
443813,026XX W 106TH PL,41.699945504,-87.68705851799999,60655
443871,020XX W 33RD ST,41.834009383,-87.676299462,60608
444056,0000X W B14 ST,41.980976837,-87.906516196,60018
444100,021XX W 98TH ST,41.715579752,-87.674939504,60643
444109,099XX S DAMEN AVE,41.712945587,-87.672138889,60643
444148,107XX S ST LOUIS AVE,41.698131644,-87.708420854,60655
444249,053XX N PITTSBURGH AVE,41.977616263,-87.83273084,60656
444520,075XX S Harvard Ave,41.757423116,-87.632847291,60621
444523,013XX W Grand ave,41.891036731999996,-87.661424827,60642
444524,044XX W Wilson Ave,41.964457096,-87.740395599,60630
444526,042XX N NORMANDY AVE,41.957014526,-87.793171051,60634
444843,015XX W Wilson Ave,41.965249692,-87.66818707899999,60640
445172,102XX S ALBANY AVE,41.706858742,-87.698430051,60655
445487,049XX W North Ave,41.909591067,-87.74880593299999,60651
445491,028XX N Clark St,41.933436218000004,-87.645397373,60657
445572,007XX W 108TH ST,41.697843346999996,-87.640429475,60643
445681,037XX W 33RD ST,41.833396414,-87.717729834,60623
445688,116XX S LA SALLE ST,41.68228,-87.62642178600001,60628
445726,065XX W ARGYLE ST,41.971995743,-87.792125148,60656
446107,038XX W 41ST ST,41.818475416,-87.72022431200001,60623
446150,004XX E 90th St,41.731041456,-87.613211419,60619
446152,055XX S Dorchester Ave,41.793981982,-87.59165581399999,60637
446333,030XX W 36TH ST,41.828150565,-87.700777378,60632
446569,002XX E SOUTH WATER RAMP,41.886836452,-87.621975055,60602
446723,084XX S brandon ave,41.742172128,-87.546629244,60617
446727,042XX S Emerald Ave,41.817110682,-87.644534354,60609
446752,017XX S LUMBER ST,41.858129543000004,-87.636403962,60607
446809,064XX S CORNELL DR,41.778308847,-87.585226151,60637
446918,068XX S DAN RYAN EXPY IB,41.770488689000004,-87.62567776899999,60621
446949,001XX E 25TH ST,41.847482004,-87.622550678,60616
446967,023XX W HUBBARD ST,41.8895861,-87.685003651,60612
446976,059XX S DAN RYAN LOCAL IB,41.786795061,-87.63056226399999,60621
447042,055XX S NATCHEZ AVE,41.791633505,-87.784228045,60638
447114,070XX S LAFAYETTE ST,41.767031128,-87.62661018200001,60621
447237,098XX S GREEN ST,41.715701836,-87.644274002,60643
447242,027XX W NORTH SHORE AVE,42.003031035999996,-87.699084903,60645
447594,047XX W 45TH ST,41.811304701,-87.74116454700001,60804
447627,065XX N OKETO AVE,41.999426815999996,-87.81169289700001,60631
447909,012XX E 67TH ST,41.773238981999995,-87.59565613,60637
448019,025XX W WELLINGTON AVE,41.935798543000004,-87.69127996200001,60618
448103,100XX S WINCHESTER AVE,41.711341966,-87.670547499,60643
448479,025XX W Sunnyside Ave,41.963121117,-87.691491066,60625
448481,001XX S Aberdeen St,41.879868944,-87.654642002,60661
448490,007XX W Briar Pl,41.939104176,-87.64788355799999,60657
448589,032XX S GILES AVE,41.835198491,-87.61942073700001,60616
448684,020XX S ALBANY AVE,41.854372704,-87.70289762700001,60608
448697,012XX N Milwaukee Ave,41.904523491999996,-87.668296128,60642
448707,029XX W WAVELAND AVE,41.948482328000004,-87.702669656,60618
448709,031XX N LAVERGNE AVE,41.938535832,-87.75177974399999,60641
448786,050XX N LAVERGNE AVE,41.971844768000004,-87.752797021,60630
448885,031XX E 92ND ST,41.728283669,-87.547901405,60617
448929,0000X S A5 ST,41.78623469,-87.742047982,60638
449053,023XX W Wabansia ave,41.912602833,-87.68514919299999,60622
449055,0000X W C3 ST,41.97668346,-87.91057924799999,60018
449059,038XX W 108th Pl,41.695907391,-87.717321758,60655
449418,002XX W QUINCY ST,41.878716715,-87.634116645,60606
449485,025XX E 86TH ST,41.739054900999996,-87.562873309,60617
449551,007XX W 124TH ST,41.668717493,-87.641305536,60827
449647,008XX W DIVERSEY Pkwy,41.932690845,-87.65063138100001,60657
449650,008XX W Agatite Ave,41.962731808,-87.65110497200001,60640
449767,064XX S LECLAIRE AVE,41.775965899999996,-87.749093332,60638
450004,036XX N NEWLAND AVE,41.946361666,-87.79966808100001,60634
450049,120XX S AVENUE O,41.676787248000004,-87.540020864,60633
450053,038XX N Greenview Ave,41.951472099,-87.667425999,60657
450327,001XX N Wells St,41.885260516,-87.63391676399999,60606
450548,041XX W 33RD ST,41.83321195,-87.728464636,60623
450656,069XX N OLEANDER AVE,42.006716939,-87.815062523,60631
450682,071XX W ROSCOE ST,41.941641653000005,-87.806213305,60634
450730,018XX S MELODY CT,41.857575061999995,-87.63277222100001,60605
450795,001XX E RIVERWALK S,41.888404936,-87.623995926,60602
450945,039XX W GLENLAKE AVE,41.991920189,-87.728130421,60712
450970,002XX W Institute PL,41.897413995,-87.63469508899999,60610
450978,041XX N Kedvale Ave,41.956007711,-87.730915155,60641
451133,126XX S MUSKEGON AVE,41.665249689,-87.554410284,60633
451238,024XX W 105TH ST,41.702741914,-87.682185714,60643
451405,057XX W ARMITAGE AVE,41.916860133,-87.76846273299999,60639
451459,117XX S BISHOP FORD EXPY IB,41.681334676,-87.60166341899999,60628
451477,061XX N KARLOV AVE,41.992831483,-87.73130375,60712
451516,039XX W HIRSCH ST,41.906296761,-87.724281663,60651
451697,005XX E 65TH ST,41.776654864,-87.612833354,60637
451837,0000X W 25TH PL,41.846669841,-87.62791445299999,60616
452194,046XX W north ave,41.909664252,-87.742728815,60651
452208,032XX N PIER CT,41.941104808,-87.69601602799999,60618
452331,002XX E 74TH ST,41.760159928,-87.619149847,60619
452351,012XX W SUPERIOR ST,41.895060007,-87.657720731,60642
452353,012XX W 56TH ST,41.792337196999995,-87.65545983700001,60636
452390,107XX S DOTY AVE E,41.699835297,-87.593262272,60628
452461,061XX N HARLEM AVE,41.992568889,-87.806845379,60631
452729,048XX S MORGAN ST,41.805542327,-87.650303066,60609
452847,018XX W BERWYN AVE,41.977904789,-87.67560573,60660
452851,025XX W Summerdale Ave,41.978594146999995,-87.693181938,60625
452854,008XX N FRANKLIN st,41.898413818,-87.635749401,60610
452860,005XX W Aldine Ave,41.942254057,-87.64276639299999,60613
452865,020XX N Whipple St,41.917959142,-87.70381535899999,60647
452920,063XX W GUNNISON ST,41.968421196,-87.78715445700001,60630
453106,063XX N HIAWATHA AVE,41.997082355,-87.756989637,60646
453352,126XX S DOTY AVE E,41.664901041,-87.592582819,60633
453357,006XX W 94TH ST,41.72333691,-87.639320446,60620
453495,022XX W School St,41.941313989,-87.68485481399999,60618
453578,124XX S TORRENCE AVE,41.669566335,-87.55925544899999,60633
453725,026XX E 100TH ST,41.713364123000005,-87.55941507,60617
453738,026XX E 117TH ST,41.683053599000004,-87.559086495,60633
453773,017XX N HUMBOLDT SD,41.91299092,-87.701604685,60647
453835,001XX W OHARE ST,41.979186869,-87.905579279,60018
453977,104XX S DOTY AVE E,41.705470638,-87.58708921899999,60628
454096,027XX W Cortez St,41.900209617,-87.695394332,60622
454176,051XX N KEELER AVE,41.974183251999996,-87.733134277,60630
454883,011XX W NORTH AVE,41.910792447,-87.656280029,60614
455069,023XX W 110TH ST,41.693990682,-87.67984642100001,60643
455078,021XX W 110TH ST,41.694085035,-87.674741348,60643
455186,026XX N JONES ST,41.929397443,-87.68757369,60647
455432,062XX N AVONDALE AVE,41.995264721,-87.80587405200001,60631
455627,062XX W SCHUBERT AVE,41.929228672,-87.78150247399999,60639
455682,062XX N Winthrop Ave,41.995142588,-87.65837383,60660
455716,042XX N LAMON AVE,41.958235184,-87.749883706,60641
455745,031XX W 46TH ST,41.809962786,-87.70250794299999,60632
455778,042XX W 27TH ST,41.842334692,-87.73018066200001,60623
455981,037XX S CAMPBELL AVE,41.825210951,-87.68737427299999,60632
456306,060XX N Drake Ave,41.990989128,-87.717662981,60659
456312,049XX N Hamilton Ave,41.97134681,-87.68294695799999,60625
456714,021XX S SAWYER AVE,41.852238103000005,-87.706486314,60623
456715,063XX N LEGETT AVE,41.995420501,-87.75231426399999,60646
456762,043XX N KILPATRICK AVE,41.959120504,-87.74590854600001,60641
456794,063XX N IONIA AVE,41.996465441,-87.751112834,60646
456814,063XX N LEROY AVE,41.995332793,-87.75668905299999,60646
456887,009XX W Van Buren St,41.876614821,-87.65103024700001,60607
456896,030XX N Kenmore Ave,41.936743779000004,-87.655215405,60657
456897,024XX N Burling St,41.926566750999996,-87.64757681299999,60614
457101,034XX E 97TH ST,41.719487298000004,-87.53899408299999,60617
457270,043XX W FERDINAND ST,41.889728036,-87.734384605,60651
457366,031XX N RICHMOND ST,41.93775674,-87.701455877,60618
457571,077XX S chappel ave,41.754302158,-87.574821808,60649
457573,009XX N Wood St,41.897982027,-87.67223546700001,60642
457584,009XX W Washington Blvd,41.883094563,-87.650204826,60661
457696,086XX S CALUMET AVE,41.737643594,-87.616175089,60619
457709,012XX W 114TH PL,41.685835151,-87.65346343,60643
457740,033XX W 82ND ST,41.744280643,-87.70498345899999,60652
457845,057XX W GOODMAN ST,41.97215947,-87.770250691,60630
457897,110XX S CHURCH ST,41.692615858,-87.66459593200001,60643
457942,046XX W 83RD ST,41.742012648,-87.7372067,60456
457984,057XX W FOSTER AVE,41.975680125,-87.771337665,60630
457999,122XX S COTTAGE GROVE AVE,41.672443683000004,-87.60479114799999,60628
458013,038XX W Belmont Ave,41.939149955,-87.722598187,60618
458080,028XX W 62ND ST,41.780914204,-87.695001573,60629
458119,120XX S LAFLIN ST,41.675070819,-87.658876999,60643
458560,034XX N KEDVALE AVE,41.944195448,-87.731217505,60641
458682,045XX S NORMAL AVE,41.812424578000005,-87.638341252,60609
458688,059XX N KILPATRICK AVE,41.989161242,-87.745893597,60646
458821,106XX S SPRINGFIELD AVE,41.699921699,-87.71822453700001,60655
458871,032XX N PAGE AVE,41.938367753,-87.82755783399999,60634
458890,011XX W 49TH ST,41.805107371999995,-87.654239571,60609
458968,019XX S CALIFORNIA AVE,41.854946855,-87.695550681,60608
459028,027XX N Sacramento Ave,41.931044585,-87.702492331,60647
459032,058XX W SEMINOLE ST,41.984745799,-87.77334343,60630
459284,046XX N LAMON AVE,41.965494874,-87.750130017,60630
459362,066XX W 52ND ST,41.797757897,-87.788657324,60638
459667,069XX W 59TH ST,41.784792175,-87.795290057,60501
459776,018XX E 130TH ST,41.659279173,-87.58221032700001,60633
459939,032XX W 114TH ST,41.686567128,-87.702415135,60655
460064,067XX S LAWNDALE AVE,41.771260551,-87.715219301,60629
460087,059XX N MILTIMORE AVE,41.987618366999996,-87.772656166,60646
460099,058XX W PETERSON AVE,41.990202143000005,-87.774649267,60646
460192,024XX E 99TH ST,41.715339789,-87.56551538,60617
460224,050XX N NEWLAND AVE,41.972716091,-87.800040203,60656
460385,013XX E 81ST ST,41.747780366,-87.59142928600001,60619
460446,048XX S Drexel Blvd,41.806821175,-87.604316037,60615
460787,0000X W DOOR H ST,41.977557255,-87.89984561700001,60018
460837,043XX W 59TH ST,41.78585159,-87.731165033,60629
460839,078XX S REILLY AVE,41.751131271999995,-87.714745469,60652
460853,034XX W 30TH ST,41.838962637,-87.71025260299999,60623
460866,026XX W 57TH ST,41.79009929,-87.69056145299999,60629
460899,060XX N CALDWELL AVE,41.991692187,-87.754695058,60646
460911,039XX N CUMBERLAND AVE,41.950789334,-87.836639014,60634
460974,023XX E 78TH ST,41.753526664,-87.567959331,60649
460976,010XX E 55TH ST,41.795023964,-87.60050381200001,60615
460986,036XX N AVONDALE AVE,41.947276201,-87.721167882,60618
461003,058XX S CENTRAL PARK AVE,41.787680929000004,-87.71341519399999,60629
461024,064XX W 56TH ST,41.790495091,-87.78260595399999,60638
461068,003XX N Michigan Ave,41.887845852,-87.624560336,60602
461272,029XX W HOWARD ST,42.019265431,-87.702533769,60645
461333,0000X W PARKING LOT F ST,41.993218336,-87.882015864,60018
461370,044XX W ARGYLE ST,41.971763933000005,-87.739673266,60630
461551,054XX N OAK PARK AVE,41.979323911,-87.796458066,60656
461737,050XX N MONTCLARE AVE,41.972751681999995,-87.804769066,60656
461758,013XX W Crystal St,41.90444308,-87.66202265,60642
461770,011XX W 35th ST,41.830641983,-87.654094502,60609
461818,064XX N SAYRE AVE,41.999074406,-87.801277036,60631
461820,069XX W ARGYLE ST,41.97191763,-87.801837743,60656
462011,058XX N MANTON AVE,41.987400711999996,-87.77079687700001,60646
462023,044XX S DRAKE AVE,41.812509352,-87.712559585,60632
462417,064XX N NORMANDY AVE,41.997643535,-87.79397540000001,60631
462459,098XX S VANDERPOEL AVE,41.715182587,-87.665559753,60643
462657,067XX N TALMAN AVE,42.00393407,-87.696147286,60645
462685,070XX W 57TH ST,41.788413546,-87.79799159,60501
462739,111XX S STONY ISLAND AVE,41.69292048,-87.576542966,60633
462751,055XX S MULLIGAN AVE,41.791261831,-87.780545858,60638
462754,063XX N SPRINGFIELD AVE,41.996417231,-87.726439724,60712
462784,010XX E 40TH PL,41.821589063000005,-87.601015444,60653
462894,058XX W 52ND ST,41.798113043,-87.76899330799999,60638
462952,035XX E 99TH ST,41.715791922,-87.536790685,60617
463230,042XX S MARSHFIELD AVE,41.817190244,-87.666386714,60609
463605,036XX N AUSTIN AVE,41.945999236999995,-87.776513065,60641
463672,025XX N clark st,41.928620632,-87.642285052,60614
463797,033XX N CALIFORNIA AVE,41.942160849000004,-87.69790949899999,60618
463932,060XX S CICERO AVE,41.783782603,-87.74176985,60638
464175,047XX N DELPHIA AVE,41.9655943,-87.841719648,60656
464262,110XX S Avenue N,41.694812501,-87.538902325,60633
464337,077XX N ROGERS AVE,42.021019768,-87.66485704799999,60626
464530,023XX W PALMER ST,41.921866490999996,-87.686944129,60647
464544,073XX N OTTAWA AVE,42.01420895,-87.817581246,60631
464572,065XX N NIXON AVE,42.000583266999996,-87.80414881799999,60631
464719,081XX W RASCHER AVE,41.978776980999996,-87.830827699,60656
464726,0000X W 97TH ST,41.718038742,-87.62600073899999,60619
464922,060XX N CENTRAL PARK AVE,41.991097221,-87.718886869,60659
464926,012XX E 50TH ST,41.804185025,-87.59631722600001,60615
464980,039XX W 104TH ST,41.704066815,-87.719470415,60655
465121,024XX E 85TH ST,41.740847076,-87.564533724,60617
465145,053XX S KARLOV AVE,41.795150475999996,-87.725665149,60629
465279,006XX N WASHTENAW AVE,41.893457462,-87.69416868200001,60622
465454,004XX N Orleans St,41.889571081,-87.63697311600001,60654
465455,005XX N Oakley Blvd,41.891620972,-87.684277906,60622
465589,048XX S DR MARTIN LUTHER KING JR SD,41.806732203,-87.616780544,60615
465654,045XX W 79TH ST,41.749201798,-87.734912101,60652
465686,076XX W DEVON AVE,41.996963045,-87.81727170399999,60631
465828,049XX W 51ST ST,41.800269519000004,-87.746969173,60638
465888,018XX W 118TH ST,41.679248436,-87.667000286,60643
466064,0000X E Lake St,41.885753285,-87.626996239,60602
466071,008XX W Montrose Ave,41.96182047,-87.65152281600001,60640
466072,040XX N Sheridan RD,41.955093213000005,-87.654561372,60613
466279,051XX W PALMER ST,41.920468775,-87.75522507299999,60639
466321,016XX N KILBOURN AVE,41.91046055,-87.738566367,60651
466337,026XX W 80TH PL,41.747288786999995,-87.688214628,60652
466669,0000X E Oak St,41.900752739,-87.62780069899999,60610
466897,040XX W 71ST ST,41.764161337,-87.72297394600001,60652
466969,041XX S DEARBORN ST,41.819820046,-87.627482823,60653
467071,004XX E HURON ST,41.895067362,-87.61682975299999,60602
467161,005XX W 26th ST,41.845409255999996,-87.64037729,60616
467175,033XX W Pensacola Ave,41.960238813000004,-87.711778561,60625
467343,003XX W Chestnut St,41.898160974,-87.63749688600001,60610
467492,046XX N AVONDALE AVE,41.965419206,-87.753068625,60630
467758,007XX N WASHTENAW AVE,41.895139975999996,-87.69422169200001,60622
467885,003XX W Hubbard St,41.88993496,-87.637696349,60654
467961,059XX S NATCHEZ AVE,41.784425700999996,-87.78395955200001,60638
468086,034XX N Greenview Ave,41.943836969,-87.666354946,60657
468439,130XX S BRAINARD AVE,41.657674884,-87.557593773,60633
468697,100XX S INDIANAPOLIS AVE,41.713146631,-87.53563667700001,60617
468722,018XX W WARNER AVE,41.956948776,-87.674905811,60640
470313,077XX N Marshfield Ave,42.02151059,-87.67189584200001,60626
470718,036XX E 108TH ST,41.69910142,-87.534876529,46394
470768,005XX N HOYNE AVE,41.891145767,-87.679361266,60622
470796,128XX S MUSKEGON AVE,41.662269355999996,-87.554413267,60633
470797,047XX S DEARBORN ST,41.80908529999999,-87.627175188,60653
471198,0000X E Grand AVe,41.891694584,-87.626108089,60602
471202,010XX W Oakdale Ave,41.935335627,-87.655153142,60657
471542,034XX W Parker Ave,41.931051259,-87.713289459,60647
471825,047XX S Greenwood Ave,41.808918485,-87.599252404,60615
471912,039XX N Lake Shore Dr,41.95386239,-87.64510423,60613
471941,055XX N LONG AVE,41.981645766,-87.763491681,60630
472045,076XX W WINONA ST,41.97347972,-87.81884404200001,60656
472192,005XX N LAKE SHORE DR NB,41.892241905,-87.613934125,60601
472238,009XX W Carmen Ave,41.974322894000004,-87.653345913,60640
472243,001XX E 92ND ST,41.727283768,-87.61969358799999,60619
472263,005XX W Division St,41.903740503,-87.641668112,60610
472297,065XX N MILWAUKEE AVE,42.000595157,-87.79082330700001,60631
472310,020XX W Cortez St,41.900440594,-87.67841423799999,60622
472317,023XX S Michigan Ave,41.85063982,-87.623748975,60616
472331,024XX W Ohio St,41.892094734000004,-87.688485787,60622
472369,019XX W Henderson St,41.942326547,-87.676636805,60657
472389,011XX N Dearborn St,41.902187338000005,-87.62993381700001,60610
472512,067XX W BRYN MAWR AVE,41.98284155,-87.79636599,60656
472627,034XX N Whipple ST,41.943964781999995,-87.704066857,60618
472664,015XX N Leavitt St,41.909675243,-87.68232795200001,60622
472788,042XX N SPRINGFIELD AVE,41.958845909000004,-87.725318355,60641
472798,073XX N Greenview Ave,42.014276839000004,-87.66808125200001,60626
472891,035XX N Broadway,41.946212132,-87.646579678,60613
472892,039XX N Sheridan Rd,41.952919436,-87.65449988200001,60613
473072,034XX S LAWNDALE AVE,41.831086701,-87.71688601299999,60623
473242,076XX W CORNELIA AVE,41.943246706,-87.81701406,60634
473628,072XX N WOLCOTT AVE,42.013031565,-87.67820244299999,60626
473690,044XX W 77TH PL,41.752520938,-87.733576598,60652
473996,005XX W 112TH ST,41.690608183,-87.636615174,60628
474064,001XX E LOWER RANDOLPH ST,41.884415467,-87.623213781,60602
474141,033XX S DEARBORN ST,41.834202217,-87.627842215,60616
474153,032XX W 35TH ST,41.829744185,-87.705131723,60632
474244,003XX S CENTRAL PARK AVE,41.875606071,-87.71572034100001,60624
474327,067XX N ONARGA AVE,42.003699453,-87.814704375,60631
474458,033XX E 108TH ST,41.699143985999996,-87.542221501,60617
474524,009XX E 91ST ST,41.729398550999996,-87.601631162,60619
474742,018XX W EDMAIRE ST,41.686889788,-87.667192364,60643
474786,083XX S Racine Ave,41.742538716,-87.65352516600001,60620
474912,054XX S MOBILE AVE,41.793937578000005,-87.779419047,60638
474933,129XX S BALTIMORE AVE,41.659922777,-87.54713344,60633
475056,069XX W BYRON ST,41.950862087,-87.800237109,60634
475299,027XX W 19TH ST,41.855557181,-87.69525463299999,60608
475427,016XX W 52ND ST,41.799480624,-87.66625131,60609
475476,071XX S EVANS AVE,41.764292078000004,-87.606773369,60637
475622,060XX N NAGLE AVE,41.990547067,-87.78759436200001,60646
475631,026XX W 109TH ST,41.695383115,-87.686825915,60655
475663,010XX S JEFFERSON ST,41.869484997,-87.642265145,60607
475788,056XX N MILTIMORE AVE,41.983729982,-87.774374829,60630
475921,0000X N GARLAND CT,41.882482947,-87.625343036,60602
476242,004XX S SPAULDING AVE,41.875037112,-87.708451975,60624
476512,039XX W 77TH ST,41.752809065,-87.721084174,60652
476517,0000X E 81ST ST,41.747339084000004,-87.622333506,60619
476555,044XX S SPRINGFIELD AVE,41.812196755,-87.721300287,60632
476652,052XX S Hermitage Ave,41.799007141,-87.668365008,60609
476968,019XX N CENTRAL AVE,41.916673792,-87.76573445,60639
476986,004XX S KOLMAR AVE,41.874866763,-87.73944358700001,60624
477140,057XX N NORTHCOTT AVE,41.985440441,-87.790558426,60631
477229,026XX W 17TH ST,41.858373231,-87.69139427299999,60608
477523,058XX S MERRIMAC AVE,41.78617771,-87.777920151,60638
477812,035XX E 97TH ST,41.719514589,-87.537385725,60617
478184,008XX S WASHTENAW AVE,41.870858015,-87.693571442,60612
478367,038XX W 82ND ST,41.744071784,-87.71811479799999,60652
478405,048XX N pulaski rd,41.969142924,-87.72805557,60625
478468,050XX S KOLMAR AVE,41.801400615,-87.73692797700001,60638
478810,050XX N NORDICA AVE,41.972716295,-87.802452586,60656
478974,006XX N HUDSON AVE,41.894518098,-87.64000830100001,60654
479058,058XX N MAJOR AVE,41.986430699,-87.77052955100001,60646
479114,049XX N MC CUTCHEON TER,41.972057741,-87.654072384,60640
479202,130XX S ST LAWRENCE AVE,41.658684503,-87.607544476,60827
479362,068XX W CORTLAND ST,41.914465319,-87.796686001,60707
479474,023XX W 66TH ST,41.77378069,-87.68257851,60636
479590,054XX N WASHTENAW AVE,41.9800293,-87.696624723,60659
479607,059XX N LEADER AVE,41.988966774,-87.756246256,60646
479610,023XX E 104TH ST,41.706390735999996,-87.565951466,60617
479698,005XX S FRANCISCO AVE,41.874049832,-87.698562562,60612
479741,038XX W 109TH PL,41.694015398000005,-87.716596529,60655
479826,055XX S Everett Ave,41.794792636,-87.582529785,60637
479829,0000X W CONCOURSE C ST,41.978790015,-87.910307871,60018
479882,059XX N ORIOLE AVE,41.987957269,-87.816814772,60631
480195,096XX S AVENUE J,41.720356091999996,-87.534078669,60617
480242,114XX S KEDZIE AVE,41.686005643,-87.700619391,60655
480269,022XX N halsted st,41.922325104,-87.64865109700001,60614
480326,011XX W 20TH PL,41.854331142,-87.655139639,60607
480861,075XX N OKETO AVE,42.017622443,-87.81144854,60714
480868,041XX W WILSON AVE,41.964074798,-87.73179148700001,60641
480888,016XX N Western Ave,41.911069616999995,-87.68724043899999,60622
481006,116XX S ARTESIAN AVE,41.682186256,-87.682081824,60643
481114,013XX W Madison St,41.881564465,-87.660165369,60661
481605,028XX W CATALPA AVE,41.981290826999995,-87.69995169,60659
481864,006XX N KENNEDY EXPY OB,41.892298555,-87.652483054,60642
481956,111XX S AVENUE J,41.692940325,-87.534073992,46394
482308,016XX W Superior St,41.895134429,-87.66859188299999,60642
482310,000XX W 79TH ST,41.750934055,-87.626325022,60619
482813,116XX S AVENUE N,41.683714200000004,-87.5388668,60633
483170,130XX S ESCANABA AVE,41.658726396,-87.55319710299999,60633
483191,045XX W CARMEN AVE,41.973539384,-87.74232293700001,60630
483224,049XX S STATE ST,41.805095951,-87.625971944,60653
483450,020XX N Clark ST,41.918578314,-87.636183854,60614
483550,021XX W 64TH ST,41.777487155,-87.676601745,60636
483623,036XX E 134TH ST,41.651836812,-87.535420251,46327
483804,017XX W BYRON ST,41.952412439,-87.67296733100001,60657
483825,003XX N LOWER LA SALLE ST,41.888726164,-87.632512761,60654
484054,104XX S CENTRAL PARK AVE,41.703453311,-87.711024296,60655
484357,074XX W SCHOOL ST,41.939706453,-87.81211007299999,60634
484521,030XX W HOLLYWOOD AVE,41.984913207,-87.70445089799999,60659
484681,094XX S MARQUETTE AVE,41.723755565,-87.558004611,60617
484936,006XX E 138TH ST,41.644606368000005,-87.60630121700001,60419
484946,010XX W 90TH ST,41.730525561,-87.64868405899999,60620
484952,010XX S HAMILTON AVE,41.868695123,-87.68033177,60612
485061,001XX W 17TH ST,41.858960456,-87.630003942,60605
485075,062XX W GIDDINGS ST,41.966585554,-87.783180524,60630
485714,019XX N SOUTHPORT AVE,41.917242681,-87.663049575,60614
485736,070XX N OVERHILL AVE,42.008231916,-87.818762803,60631
486009,060XX W ALTGELD ST,41.925628693,-87.777612584,60639
486168,094XX S HARPER AVE,41.72402196,-87.58662549799999,60619
486347,059XX N LAKEWOOD AVE,41.990307996999995,-87.66270290799999,60660
486376,104XX S HAMILTON AVE,41.704130843,-87.675492102,60643
487051,014XX W Fillmore St,41.868532411,-87.662574725,60607
487052,004XX N Green St,41.89048452,-87.648774545,60654
487055,082XX W SCHOOL ST,41.939304695,-87.83220361,60634
487347,081XX S KILBOURN AVE,41.74485249,-87.733941121,60456
487945,005XX N Lake Shore Dr,41.892085855,-87.6144317,60601
488022,082XX S KILPATRICK AVE,41.743125067,-87.738453259,60456
488149,068XX N WHIPPLE ST,42.004922316,-87.706174455,60645
488174,036XX S LITUANICA AVE,41.828298642,-87.64767261799999,60609
488306,011XX W 85TH ST,41.73958881,-87.65263659700001,60620
488343,036XX W 109TH ST,41.695058407,-87.71153362700001,60655
488395,025XX W 53RD ST,41.797435315,-87.688210716,60629
488438,127XX S TORRENCE AVE,41.664225971,-87.55886560399999,60633
488662,103XX S LUELLA AVE,41.70774723,-87.568129025,60617
488910,036XX S FEDERAL ST,41.828692896999996,-87.628926401,60616
488973,032XX W 57TH ST,41.789853745,-87.705209654,60629
489473,004XX E 25TH ST,41.847836248,-87.61684687299999,60616
489639,039XX W 72ND ST,41.762300328,-87.720326859,60652
489975,020XX S ROCKWELL ST,41.85444184,-87.69061503799999,60608
490262,122XX S TORRENCE AVE,41.673312323000005,-87.559250831,60633
490272,057XX S KARLOV AVE,41.788867848,-87.725486138,60629
490332,036XX W Wrightwood Ave,41.928250242,-87.717524293,60647
490339,042XX W 58TH ST,41.787697176,-87.72882299999999,60629
490458,052XX S FEDERAL ST,41.799180231,-87.62791108,60621
